Owner,n_plants,n_operating_plants,total_capacity_ttpa,pipeline_capacity_ttpa,n_countries,n_regions,countries,main_region,median_plant_age_years,n_plants_with_litpop,avg_litpop_nearest_usd,avg_litpop_25km_usd,capacity_weighted_litpop_25km_usd,litpop_coverage_share,bof_share,centroid_lat,centroid_lon,largest_plant,largest_plant_lat,largest_plant_lon,max_distance_to_centroid_km,centroid_to_largest_plant_km
Greensteel Australia Pty Ltd,1,0,0.0,5000.0,1,1,Australia,Asia Pacific,,0,,,,0.0,,-34.4637185,150.8865407,GreenSteel Australia New South Wales steel plant,-34.4637185,150.8865407,0.0,0.0
Jingdong Steel,1,0,0.0,500.0,1,1,Algeria,Africa,,0,,,,0.0,,35.698361,4.478169,Jingdong Steel M'Sila steel plant,35.698361,4.478169,0.0,0.0
Groupe Industriel Sider SpA,1,0,0.0,1700.0,1,1,Algeria,Africa,57.0,0,,,,0.0,,36.795924,7.707633,Sider El Hadjar Annaba steel plant,36.795924,7.707633,0.0,0.0
JSW Jharkhand Steel Ltd,1,0,0.0,10001.0,1,1,India,Asia Pacific,0.0,1,22085261.29316944,803772418.771088,,1.0,,23.188108,85.715097,JSW Steel Jharkhand steel plant,23.188108,85.715097,0.0,0.0
Jindal Steel Chhattisgarh Ltd,1,0,0.0,7500.0,1,1,India,Asia Pacific,,1,454682852.3366098,3957035516.4197297,,1.0,,21.895041,83.376759,Jindal Steel Chhattisgarh steel plant,21.895041,83.376759,0.0,0.0
Long Son Phu My Iron & Steel Co,1,0,0.0,5400.0,1,1,Vietnam,Asia Pacific,,0,,,,0.0,,14.457367,109.0789538,Long Son Phu My Iron and Steel plant,14.457367,109.0789538,0.0,0.0
Jiangxi Yuanxing Iron and Steel Co Ltd,1,0,0.0,0.0,1,1,China,Asia Pacific,18.21,1,982532261.0660375,1708780484.0850005,,1.0,,24.881098,114.80283300000002,Jiangxi Yuanxing Iron and Steel Co Ltd,24.881098,114.802833,0.0,0.0
Jiangsu Xingda Steel Group Co Ltd,1,0,0.0,0.0,1,1,China,Asia Pacific,22.96,1,261090607.59518936,20646884537.775818,,1.0,,34.501981,117.316278,Jiangsu Xingda Steel Group,34.501981,117.316278,0.0,0.0
Jiangsu Suxin Special Steel Co Ltd,1,0,0.0,0.0,1,1,China,Asia Pacific,65.0,1,11475374812.138918,503385529607.36615,,1.0,,31.400644000000003,120.47510300000002,Jiangsu Suxin Special Steel Group Co Ltd,31.400644,120.475103,0.0,0.0
Jiangsu Shente Steel Corp,1,0,0.0,0.0,1,1,China,Asia Pacific,18.43,1,5294448729.56292,24809379172.701572,,1.0,,31.471123000000002,119.485941,Jiangsu Shente Steel Co Ltd,31.471123,119.485941,0.0,0.0
Jiangsu Longyuan Steel Co Ltd,1,0,0.0,0.0,1,1,China,Asia Pacific,15.77,1,261090607.59518936,10876233654.996319,,1.0,,34.538033,117.32958900000001,Jiangsu Longyuan Steel Co,34.538033,117.329589,0.0,0.0
JSW Rayalaseema Steel Limited,1,0,0.0,3000.0,1,1,India,Asia Pacific,,1,45263087.15252942,1926752078.1611147,,1.0,,14.76855,78.403263,JSW Rayalseema steel plant,14.76855,78.403263,0.0,0.0
JSW Steel Italy Piombino SpA,1,0,0.0,600.0,1,1,Italy,Europe,161.0,0,,,,0.0,,42.93652,10.537794000000002,JSW Steel Piombino steel plant,42.93652,10.537794,1.2945955433263566e-13,1.2945955433263566e-13
Guangxi Liugang Zhongjin Stainless Steel Co Ltd,1,0,0.0,1200.0,1,1,China,Asia Pacific,13.0,1,221366537.43015066,1530635759.3190029,,1.0,,21.67261,109.741866,Guangxi Liugang Zhongjin Stainless Steel Co Ltd,21.67261,109.741866,0.0,0.0
JSW Steel Ltd; POSCO Holdings Inc,1,0,0.0,18000.0,1,1,India,Asia Pacific,,1,165319279.8517694,5832849600.810179,,1.0,,20.248631999999997,86.156416,JSW POSCO Keonjhar steel plant,20.248632,86.156416,3.5366203299247443e-13,3.5366203299247443e-13
Gostar Almas Steel Co,1,0,0.0,0.0,1,1,Iran,Middle East,,0,,,,0.0,,36.215731,46.49932200000001,Gostar Almas Steel Saqqez Plant,36.215731,46.499322,5.706677311735255e-13,5.706677311735255e-13
KSP Steel LLC,1,0,0.0,0.0,1,1,Kazakhstan,Eurasia,19.0,0,,,,0.0,,52.334465,76.956302,KSP Steel Pavlodar steel plant,52.334465,76.956302,0.0,0.0
KVV Liepājas metalurgs AS,1,0,0.0,0.0,1,1,Latvia,Europe,,0,,,,0.0,,56.525273,21.0267,Liepājas Metalurgs steel plant,56.525273,21.0267,0.0,0.0
Kalyani Steels Ltd,1,0,0.0,1509.0,1,1,India,Asia Pacific,0.0,1,319583186.94651854,3619712225.6040263,,1.0,,20.601819000000003,85.594653,Kalyani Steels Dhenkanal steel plant,20.601819,85.594653,3.5366203299247443e-13,3.5366203299247443e-13
Lloyds Metals and Energy Ltd,2,0,0.0,5250.0,1,1,India,Asia Pacific,17.0,2,124927907.9499686,1559187132.308942,,1.0,,19.85045885073588,79.46664585187297,Lloyds Metals and Energy Ltd Ghugus steel plant,19.929837,79.119344,37.371808432569615,37.371808432569615
Fujian Hengwang Investment Co Ltd,2,0,0.0,8000.0,1,1,Kazakhstan,Eurasia,,0,,,,0.0,,42.93591303995048,71.65440106981372,Fujian Hengwang Shymkent steel plant,42.3375414,69.7356008,170.47647836867748,170.47647836867745
Linyi Jiangxin Steel Co Ltd,1,0,0.0,0.0,1,1,China,Asia Pacific,18.58,1,7972147725.823803,128106027383.46095,,1.0,,34.951117,118.305389,Linyi Jiangxin Iron and Steel Co Ltd,34.951117,118.305389,0.0,0.0
JO Steel Holdings PLC,1,0,0.0,1800.0,1,1,Saudi Arabia,Middle East,,0,,,,0.0,,27.491064000000005,49.258418,JO Steel Holdings Ras Al Khair steel plant,27.491064,49.258418,3.5366203299247443e-13,3.5366203299247443e-13
JSW Bengal Steel Ltd,1,0,0.0,0.0,1,1,India,Asia Pacific,,1,178521520.3246137,8357910791.628129,,1.0,,22.575726,87.310258,JSW Bengal Steel Salboni plant,22.575726,87.310258,0.0,0.0
Fushun HANWANG Direct Reduced Iron Co Ltd,1,0,0.0,0.0,1,1,China,Asia Pacific,23.5,1,26636182.46122891,63997417266.037865,,1.0,,41.670998,123.85142999999998,Fushun Hanking Direct Reduced Iron Co Ltd,41.670998,123.85143,0.0,0.0
Liberty Galati SA,1,0,0.0,4100.0,1,1,Romania,Europe,58.0,0,,,,0.0,,45.43411900000001,27.976244000000005,GFG Liberty Galati steel plant,45.434119,27.976244,1.4362521044215545e-12,1.4362521044215545e-12
JSW Green Steel Ltd,1,0,0.0,10000.0,1,1,India,Asia Pacific,33.0,1,5087801.004416001,1167834911.040693,,1.0,,18.530853,72.947091,JSW Green Steel Salav plant,18.530853,72.947091,0.0,0.0
Lebedinskiy GOK JSC,1,0,0.0,0.0,1,1,Russia,Eurasia,55.0,0,,,,0.0,,51.261995,37.654622,Lebedinsky GOK DRI Plant,51.261995,37.654622,0.0,0.0
Langfang Guangyuan Metalwork Co Ltd,1,0,0.0,0.0,1,1,China,Asia Pacific,11.0,1,1533063394.1574883,155304705012.01028,,1.0,,39.181466,116.838667,Langfang Guangyuan Metalwork Co Ltd,39.181466,116.838667,0.0,0.0
Kurum International ShA,1,0,0.0,1000.0,1,1,Albania,Europe,28.0,0,,,,0.0,,41.094611,20.026117,Kurum International Elbasan steel plant,41.094611,20.026117,0.0,0.0
Kurdistan Steel Co,1,0,0.0,1000.0,1,1,Iran,Middle East,,0,,,,0.0,,35.936932,47.762024000000004,Kurdistan Steel Qorveh steel plant,35.936932,47.762024,5.726944826942312e-13,5.726944826942312e-13
Kunming Iron & Steel Holding Co Ltd,1,0,0.0,4000.0,1,1,Myanmar,Asia Pacific,,0,,,,0.0,,21.423783,96.454378,Kunming Iron and Steel Myanmar plant,21.423783,96.454378,0.0,0.0
Kocaer Çelik Sanayi ve Ticaret AŞ,1,0,0.0,1250.0,1,1,Türkiye,Europe,,0,,,,0.0,,37.858651,27.845846000000005,Kocaer Çelik Aliaga steel plant,37.858651,27.845846,2.792257926448043e-13,2.792257926448043e-13
Khouzestan Steel Co,1,0,0.0,0.0,1,1,Iran,Middle East,37.0,0,,,,0.0,,31.270090999999997,48.732904,Khouzestan Steel plant,31.270091,48.732904,0.0,0.0
Khouzestan Oxin Steel Co,1,0,0.0,1200.0,1,1,Iran,Middle East,1.0,0,,,,0.0,,31.277236000000002,48.747422,Khouzestan Oxin Steel,31.277236,48.747422,0.0,0.0
Kazakhstal LLP,1,0,0.0,1200.0,1,1,Kazakhstan,Eurasia,,0,,,,0.0,,49.8902647,73.7561639,Kazakhstal steel plant,49.8902647,73.7561639,0.0,0.0
Kapila Metals Pvt Ltd,1,0,0.0,1074.0,1,1,India,Asia Pacific,,1,100155279.26306468,2235353301.806718,,1.0,,19.874223,75.817553,Kapila Metals Jalna steel plant,19.874223,75.817553,0.0,0.0
Gohar Zamin Mining and Industrial Company,1,0,0.0,4720.0,1,1,Iran,Middle East,0.3,0,,,,0.0,,29.953217,56.699701,Gohar Zamin Bardsir steel plant,29.953217,56.699701,0.0,0.0
Ecolant LLC,1,0,0.0,1800.0,1,1,Russia,Eurasia,0.0,0,,,,0.0,,55.286989000000005,42.169516,Ecolant steel plant,55.286989,42.169516,7.073240659849489e-13,7.073240659849489e-13
PT Xinheng Metal Indonesia,1,0,0.0,2000.0,1,1,Indonesia,Asia Pacific,,0,,,,0.0,,-2.830574,122.15744799999999,PT Xinheng Metal Morowali steel plant,-2.830574,122.157448,0.0,0.0
Pakistan Steel Mills Corp Pvt Ltd,1,0,0.0,0.0,1,1,Pakistan,Asia Pacific,43.41,0,,,,0.0,,24.809976999999996,67.35244,Pakistan Steel Mills Karachi,24.809977,67.35244,3.5366203299247443e-13,3.5366203299247443e-13
Ceylon Steel Co Ltd,1,0,0.0,600.0,1,1,Sri Lanka,Asia Pacific,,0,,,,0.0,,6.128077,81.075224,Lanwa Steel Hambantota steel plant,6.128077,81.075224,0.0,0.0
Shougang Yili Iron & Steel Co Ltd,1,0,0.0,0.0,1,1,China,Asia Pacific,68.0,1,36347068.67769812,168536163.5017866,,1.0,,43.528515999999996,83.276706,Shougang Yili Iron & Steel Co Ltd,43.528516,83.276706,7.073240659849489e-13,7.073240659849489e-13
Briquetera del Orinoco CA,1,0,0.0,0.0,1,1,Venezuela,Central & South America,26.0,0,,,,0.0,,8.274964999999998,-62.819281999999994,CVG Briquetera del Orinoco DRI plant,8.274965,-62.819282,1.7683101649623721e-13,1.7683101649623721e-13
CVG Ferrominera Orinoco CA,1,0,0.0,0.0,1,1,Venezuela,Central & South America,36.0,0,,,,0.0,,8.33468,-62.72884200000001,CVG Ferrominera Orinoco DRI plant,8.33468,-62.728842,0.0,0.0
Cambodia Iron & Steel Mining Industry Group Co Ltd,1,0,0.0,0.0,1,1,Cambodia,Asia Pacific,,0,,,,0.0,,13.366642,105.118129,Cambodia Iron and Steel Preah Vihear Plant,13.366642,105.118129,0.0,0.0
Shiu Wing Steel Ltd,1,0,0.0,700.0,1,1,Hong Kong,Asia Pacific,1.0,0,,,,0.0,,22.369498,113.926095,Shiu Wing Tuen Mun Steel plant,22.369498,113.926095,0.0,0.0
Hybrit Development AB,1,0,0.0,0.0,1,1,Sweden,Europe,,0,,,,0.0,,67.189096,20.720752000000005,HYBRIT Gallivare sponge iron plant,67.189096,20.720752,1.3711159425544102e-13,1.3711159425544102e-13
